,light_level,occupancy,desired_light_level
32808,0.1,0,0.9
32809,0.8,0,0.9
32810,0.7,0,0.9
32811,0.3,1,0.2
32812,0.6,0,0.2
32813,0.8,0,0.2
32814,0.7,1,0.2
32815,0.8,1,0.9
32816,0.4,0,0.5
32817,0.8,1,0.9
32818,0.5,0,0.9
32819,0.5,1,0.8
32820,0.5,0,0.8
32821,0.1,0,0.5
32822,0.1,0,1.0
32823,0.5,1,1.0
32824,0.8,0,0.9
32825,0.9,0,0.9
32826,0.9,0,0.1
32827,0.5,0,0.1
32828,0.8,0,0.2
32829,0.4,0,0.3
32830,0.8,1,1.0
32831,0.7,0,0.3
32832,0.7,1,0.7
32833,0.9,1,0.6
32834,0.6,1,0.9
32835,0.9,0,0.6
32836,0.4,0,0.7
32837,0.3,1,0.5
32838,0.7,0,0.6
32839,0.7,1,0.8
32840,0.2,0,0.9
32841,0.3,0,0.2
32842,0.7,0,1.0
32843,0.9,1,0.7
32844,0.3,0,0.2
32845,0.6,0,0.2
32846,0.1,1,0.8
32847,0.5,0,0.9
32848,0.4,1,0.9
32849,0.6,0,0.9
32850,0.4,1,0.9
32851,0.2,0,0.9
32852,0.7,1,0.9
32853,0.2,0,0.9
32854,0.9,0,1.0
32855,0.6,1,1.0
32856,0.3,1,0.9
32857,0.8,0,0.3
32858,0.2,0,0.7
32859,0.8,1,0.7
32860,0.4,1,0.3
32861,0.6,1,0.3
32862,0.4,1,0.2
32863,0.8,1,1.0
32864,0.5,1,1.0
32865,0.9,1,0.3
32866,0.7,0,1.0
32867,0.2,0,1.0
32868,0.4,0,0.9
32869,0.1,1,0.9
32870,0.6,0,1.0
32871,0.8,1,0.6
32872,0.8,0,0.6
32873,0.1,0,0.6
32874,0.5,1,0.6
32875,0.4,0,0.6
32876,0.3,0,1.0
32877,0.4,1,1.0
32878,0.5,1,0.7
32879,0.4,1,0.6
32880,0.4,0,0.3
32881,0.5,1,0.3
32882,0.7,1,1.0
32883,0.3,1,1.0
32884,0.3,1,1.0
32885,0.4,0,1.0
32886,0.8,1,1.0
32887,0.7,0,0.8
32888,0.9,1,0.8
32889,0.8,1,1.0
32890,0.3,0,1.0
32891,0.7,0,0.7
32892,0.1,1,0.3
32893,0.9,1,0.3
32894,0.6,1,0.2
32895,0.7,0,0.5
32896,0.8,0,0.9
32897,0.7,0,0.8
32898,0.6,0,1.0
32899,0.2,1,0.3
32900,0.6,1,0.9
32901,0.1,0,0.7
32902,0.4,1,0.9
32903,0.4,1,0.9
32904,0.4,0,0.7
32905,0.7,1,0.1
32906,0.3,1,1.0
32907,0.3,0,1.0
32908,0.9,1,1.0
32909,0.6,0,0.7
32910,0.4,1,0.7
32911,0.1,0,0.7
32912,0.6,1,0.7
32913,0.7,1,1.0
32914,0.5,0,1.0
32915,0.7,1,0.3
32916,0.1,1,0.3
32917,0.7,1,0.3
32918,0.2,0,0.3
32919,0.4,0,0.1
32920,0.8,1,0.1
32921,0.4,0,0.1
32922,0.5,0,1.0
32923,0.5,0,1.0
32924,0.4,0,1.0
32925,0.1,1,0.7
32926,0.7,0,0.7
32927,0.7,0,1.0
32928,0.8,0,1.0
32929,0.8,1,0.6
32930,0.5,0,1.0
32931,0.9,1,0.5
32932,0.5,1,0.2
32933,0.3,1,0.2
32934,0.2,0,0.2
32935,0.4,1,0.6
32936,0.4,1,0.6
32937,0.4,1,1.0
32938,0.2,0,0.1
32939,0.4,0,0.1
32940,0.4,1,0.5
32941,0.8,0,0.5
32942,0.1,1,0.9
32943,0.8,1,0.2
32944,0.3,0,1.0
32945,0.3,0,1.0
32946,0.4,1,0.2
32947,0.4,1,0.2
32948,0.9,1,0.3
32949,0.7,1,0.3
32950,0.3,1,0.9
32951,0.2,0,0.9
32952,0.7,1,0.7
32953,0.5,0,0.1
32954,0.6,0,0.1
32955,0.2,0,0.5
32956,0.7,0,0.5
32957,0.7,0,0.1
32958,0.6,1,0.3
32959,0.3,1,0.5
32960,0.4,1,0.2
32961,0.6,0,0.8
32962,0.7,1,0.8
32963,0.4,1,0.8
32964,0.3,0,0.8
32965,0.2,0,0.7
32966,0.1,0,0.2
32967,0.1,0,0.9
32968,0.2,1,0.6
32969,0.6,0,0.1
32970,0.9,1,1.0
32971,0.8,1,0.1
32972,0.5,0,0.8
32973,0.4,1,0.9
32974,0.7,1,0.9
32975,0.6,1,0.9
32976,0.2,1,0.8
32977,0.1,0,0.8
32978,0.4,0,0.1
32979,0.6,1,0.1
32980,0.5,0,0.1
32981,0.1,0,0.3
32982,0.8,0,0.2
32983,0.2,0,0.2
32984,0.3,0,0.2
32985,0.8,1,0.1
32986,0.8,0,0.1
32987,0.7,1,0.1
32988,0.3,0,0.1
32989,0.1,1,0.1
32990,0.4,0,0.8
32991,0.2,0,1.0
32992,0.9,0,1.0
32993,0.5,0,1.0
32994,0.2,0,0.6
32995,0.1,0,0.6
32996,0.2,0,0.1
32997,0.8,1,0.1
32998,0.3,0,0.2
32999,0.8,1,0.2
33000,0.9,0,1.0
33001,0.3,1,0.5
33002,0.7,1,0.8
33003,0.4,0,0.8
33004,0.1,0,0.2
33005,0.6,1,0.2
33006,0.2,0,0.1
33007,0.2,1,0.1
33008,0.5,1,0.1
33009,0.1,0,0.5
33010,0.6,0,0.9
33011,0.4,1,0.9
33012,0.3,1,0.5
33013,0.7,0,0.1
33014,0.6,1,0.1
33015,0.9,1,0.1
33016,0.2,1,0.9
33017,0.1,0,0.3
33018,0.6,0,0.7
33019,0.5,0,1.0
33020,0.9,1,1.0
33021,0.9,1,0.9
33022,0.2,0,0.9
33023,0.6,0,0.9
33024,0.2,1,0.9
33025,0.8,1,0.3
33026,0.7,1,1.0
33027,0.3,1,1.0
33028,0.2,1,1.0
33029,0.4,1,0.7
33030,0.9,1,0.2
33031,0.7,1,0.5
33032,0.4,0,1.0
33033,0.4,0,0.1
33034,0.7,1,0.2
33035,0.6,0,0.2
33036,0.8,1,0.2
33037,0.1,0,0.6
33038,0.3,0,1.0
33039,0.1,1,0.9
33040,0.4,1,0.6
33041,0.1,0,0.9
33042,0.8,1,0.7
33043,0.1,0,0.9
33044,0.7,0,0.9
33045,0.9,1,0.9
33046,0.5,1,0.9
33047,0.4,1,1.0
33048,0.3,0,0.9
33049,0.4,1,0.9
33050,0.3,0,0.3
33051,0.5,0,1.0
33052,0.6,1,0.9
33053,0.8,1,0.5
33054,0.2,0,1.0
33055,0.5,1,0.3
33056,0.8,1,0.3
33057,0.2,1,0.5
33058,0.4,0,0.5
33059,0.7,0,1.0
33060,0.3,0,1.0
33061,0.8,1,1.0
33062,0.3,0,1.0
33063,0.7,1,1.0
33064,0.6,0,0.6
33065,0.4,0,0.8
33066,0.1,1,0.8
33067,0.3,0,0.8
33068,0.4,0,0.9
33069,0.5,0,0.9
33070,0.3,1,0.1
33071,0.1,1,0.3
33072,0.1,1,1.0
33073,0.4,0,1.0
33074,0.8,0,0.5
33075,0.4,1,0.9
33076,0.2,1,0.3
33077,0.6,0,0.3
33078,0.8,1,0.2
33079,0.3,1,1.0
33080,0.3,0,1.0
33081,0.6,1,0.9
33082,0.5,1,0.5
33083,0.7,1,0.5
33084,0.6,1,0.5
33085,0.2,1,0.9
33086,0.2,0,0.9
33087,0.1,0,0.9
33088,0.4,0,0.9
33089,0.9,0,0.3
33090,0.1,0,0.3
33091,0.2,1,0.3
33092,0.5,1,1.0
33093,0.4,1,1.0
33094,0.7,0,1.0
33095,0.2,0,1.0
33096,0.2,0,0.6
33097,0.4,1,0.6
33098,0.5,1,0.6
33099,0.4,0,0.7
33100,0.7,0,0.7
33101,0.4,1,0.5
33102,0.6,1,0.5
33103,0.8,1,0.5
33104,0.4,0,0.1
33105,0.3,1,0.1
33106,0.2,0,0.1
33107,0.3,0,0.3
33108,0.7,1,0.3
33109,0.5,0,0.3
33110,0.4,1,0.3
33111,0.9,1,0.5
33112,0.9,1,1.0
33113,0.3,0,1.0
33114,0.1,1,1.0
33115,0.1,0,1.0
33116,0.9,0,0.9
33117,0.2,0,0.2
33118,0.9,0,0.2
33119,0.3,1,0.2
33120,0.8,1,0.1
33121,0.9,0,0.1
33122,0.5,0,0.7
33123,0.8,1,0.7
33124,0.5,1,0.1
33125,0.3,0,0.1
33126,0.5,1,0.2
33127,0.7,0,0.8
33128,0.8,0,0.8
33129,0.9,1,1.0
33130,0.2,0,1.0
33131,0.8,1,0.3
33132,0.9,0,0.3
33133,0.5,1,0.8
33134,0.3,0,1.0
33135,0.9,1,1.0
33136,0.6,1,1.0
33137,0.3,1,1.0
33138,0.7,0,0.8
33139,0.2,0,0.3
33140,0.9,0,0.8
33141,0.1,0,0.6
33142,0.8,1,0.6
33143,0.7,1,0.6
33144,0.1,1,0.9
33145,0.8,1,1.0
33146,0.3,1,0.6
33147,0.3,0,0.6
33148,0.8,0,0.6
33149,0.6,0,0.6
33150,0.3,1,0.8
33151,0.4,1,0.8
33152,0.8,1,0.8
33153,0.2,1,0.5
33154,0.7,1,1.0
33155,0.7,1,0.9
33156,0.3,1,0.2
33157,0.6,1,0.2
33158,0.9,0,0.2
33159,0.8,0,0.9
33160,0.4,0,0.1
33161,0.4,0,0.1
33162,0.6,1,0.7
33163,0.7,1,0.9
33164,0.8,1,0.9
33165,0.5,0,0.9
33166,0.6,1,0.9
33167,0.1,0,0.9
33168,0.8,0,0.3
33169,0.7,0,0.2
33170,0.4,0,0.2
33171,0.2,1,0.2
33172,0.4,0,0.2
33173,0.6,0,0.2
33174,0.7,0,0.6
33175,0.8,1,0.2
33176,0.5,1,0.7
33177,0.7,1,0.8
33178,0.9,0,0.7
33179,0.4,1,0.7
33180,0.3,0,0.7
33181,0.4,1,0.7
33182,0.2,1,1.0
33183,0.5,0,0.5
33184,0.5,0,0.8
33185,0.8,1,0.8
33186,0.3,0,0.2
33187,0.5,1,0.2
33188,0.2,1,0.3
33189,0.9,0,1.0
33190,0.6,0,0.2
33191,0.7,1,0.2
33192,0.6,0,0.9
33193,0.1,0,0.8
33194,0.4,0,0.9
33195,0.3,0,1.0
33196,0.7,0,0.5
33197,0.7,0,1.0
33198,0.8,0,1.0
33199,0.6,1,1.0
33200,0.8,0,0.9
33201,0.4,0,0.9
33202,0.5,1,0.1
33203,0.9,1,1.0
33204,0.5,1,1.0
33205,0.3,0,0.6
33206,0.7,0,0.5
33207,0.4,1,0.8
33208,0.3,1,1.0
33209,0.6,1,0.6
33210,0.5,1,0.2
33211,0.4,1,0.3
33212,0.7,1,0.3
33213,0.2,1,0.3
33214,0.9,1,1.0
33215,0.7,1,0.9
33216,0.7,0,0.9
33217,0.2,0,0.1
33218,0.5,1,0.9
33219,0.3,0,0.5
33220,0.5,0,0.9
33221,0.9,0,1.0
33222,0.4,1,1.0
33223,0.9,1,1.0
33224,0.3,1,1.0
33225,0.5,0,0.9
33226,0.8,1,0.9
33227,0.5,0,0.9
33228,0.4,0,1.0
33229,0.5,0,1.0
33230,0.2,0,0.2
33231,0.5,1,1.0
33232,0.9,0,0.8
33233,0.4,1,1.0
33234,0.6,1,0.9
33235,0.8,1,0.3
33236,0.4,0,1.0
33237,0.1,0,1.0
33238,0.5,1,0.3
33239,0.4,0,0.1
33240,0.8,1,0.9
33241,0.6,1,0.8
33242,0.2,1,0.2
33243,0.1,0,0.1
33244,0.9,0,0.1
33245,0.2,1,0.1
33246,0.4,0,0.7
33247,0.2,0,0.7
33248,0.8,1,0.7
33249,0.7,1,0.1
33250,0.9,1,0.1
33251,0.9,1,0.1
33252,0.1,0,0.1
33253,0.4,0,0.2
33254,0.5,0,0.5
33255,0.7,1,0.5
33256,0.3,1,0.5
33257,0.8,1,0.5
33258,0.2,0,1.0
33259,0.3,0,1.0
33260,0.9,0,0.8
33261,0.5,1,1.0
33262,0.6,1,1.0
33263,0.7,1,0.3
33264,0.4,0,0.2
33265,0.4,0,1.0
33266,0.4,0,1.0
33267,0.7,0,1.0
33268,0.8,0,1.0
33269,0.4,1,0.5
33270,0.2,0,0.9
33271,0.5,0,0.2
33272,0.5,0,0.9
33273,0.7,0,1.0
33274,0.8,0,0.1
33275,0.5,1,0.2
33276,0.6,0,0.2
33277,0.8,0,1.0
33278,0.1,1,1.0
33279,0.9,0,0.2
33280,0.7,1,0.2
33281,0.7,0,0.5
33282,0.2,1,0.5
33283,0.4,1,0.3
33284,0.6,0,0.3
33285,0.3,1,0.3
33286,0.4,1,0.7
33287,0.5,1,1.0
33288,0.9,1,1.0
33289,0.9,1,0.6
33290,0.2,1,0.6
33291,0.8,0,0.1
33292,0.5,0,1.0
33293,0.2,0,0.2
33294,0.4,0,0.2
33295,0.4,0,0.2
33296,0.2,0,0.7
33297,0.9,1,0.6
33298,0.9,1,1.0
33299,0.1,1,1.0
33300,0.7,0,0.3
33301,0.8,1,0.3
33302,0.1,1,0.3
33303,0.2,1,0.2
33304,0.3,0,0.5
33305,0.5,1,0.3
33306,0.3,1,1.0
33307,0.2,0,0.9
33308,0.2,1,0.9
33309,0.1,0,0.3
33310,0.4,1,0.2
33311,0.3,0,0.2
33312,0.9,0,1.0
33313,0.3,0,1.0
33314,0.2,1,0.1
33315,0.2,1,1.0
33316,0.5,0,1.0
33317,0.9,1,1.0
33318,0.6,1,1.0
33319,0.8,0,0.5
33320,0.5,1,0.5
33321,0.6,0,0.7
33322,0.5,1,0.8
33323,0.3,1,0.8
33324,0.8,1,0.3
33325,0.5,0,0.1
33326,0.9,1,0.1
33327,0.1,1,0.8
33328,0.9,1,0.8
33329,0.6,1,1.0
33330,0.9,0,0.2
33331,0.1,1,0.2
33332,0.1,0,0.1
33333,0.7,0,1.0
33334,0.3,0,1.0
33335,0.7,1,1.0
33336,0.4,0,0.7
33337,0.4,0,0.6
33338,0.8,0,0.1
33339,0.1,0,0.9
33340,0.9,1,0.8
33341,0.4,1,0.9
33342,0.1,1,0.9
33343,0.6,1,0.6
33344,0.1,1,0.6
33345,0.6,1,0.6
33346,0.6,0,0.2
33347,0.2,1,0.1
33348,0.2,0,0.9
33349,0.2,0,0.3
33350,0.6,1,0.3
33351,0.6,1,0.3
33352,0.1,0,0.1
33353,0.3,0,1.0
33354,0.5,0,0.5
33355,0.5,1,0.5
33356,0.9,1,0.5
33357,0.6,1,1.0
33358,0.1,1,0.5
33359,0.4,0,1.0
33360,0.5,1,0.7
33361,0.7,0,0.3
33362,0.8,0,0.9
33363,0.8,0,0.9
33364,0.9,0,0.3
33365,0.9,1,0.1
33366,0.7,1,0.7
33367,0.5,0,0.5
33368,0.3,0,0.5
33369,0.2,1,0.5
33370,0.6,0,0.5
33371,0.6,0,0.9
33372,0.7,0,0.3
33373,0.2,0,0.1
33374,0.3,0,0.1
33375,0.9,0,0.1
33376,0.8,1,0.2
33377,0.5,0,1.0
33378,0.7,0,1.0
33379,0.2,0,1.0
33380,0.1,0,0.2
33381,0.5,1,0.2
33382,0.8,1,0.8
33383,0.2,0,1.0
33384,0.5,0,0.1
33385,0.3,0,0.3
33386,0.4,1,1.0
33387,0.8,1,1.0
33388,0.1,0,0.6
33389,0.1,1,0.6
33390,0.6,1,0.6
33391,0.3,0,0.6
33392,0.1,1,0.9
33393,0.6,1,0.9
33394,0.2,1,1.0
33395,0.7,1,1.0
33396,0.6,1,1.0
33397,0.4,1,1.0
33398,0.4,1,0.1
33399,0.8,1,0.1
33400,0.2,0,0.3
33401,0.4,0,1.0
33402,0.8,1,1.0
33403,0.4,1,0.3
33404,0.3,1,0.6
33405,0.1,0,0.6
33406,0.8,1,0.6
33407,0.7,0,0.6
33408,0.4,0,0.1
33409,0.7,0,0.5
33410,0.5,0,1.0
33411,0.3,1,0.9
33412,0.7,0,0.8
33413,0.5,0,1.0
33414,0.7,0,1.0
33415,0.9,1,0.9
33416,0.8,0,0.8
33417,0.1,1,0.8
33418,0.1,1,0.8
33419,0.3,0,1.0
33420,0.1,0,0.2
33421,0.3,1,0.3
33422,0.6,0,0.2
33423,0.7,0,0.2
33424,0.3,0,0.6
33425,0.6,0,0.6
33426,0.4,0,0.6
33427,0.3,1,0.8
33428,0.4,0,0.2
33429,0.8,1,1.0
33430,0.8,0,1.0
33431,0.7,0,1.0
33432,0.3,1,0.9
33433,0.3,1,0.2
33434,0.6,1,0.2
33435,0.7,0,0.2
33436,0.5,1,0.2
33437,0.3,1,0.2
33438,0.6,0,0.3
33439,0.9,0,0.3
33440,0.9,0,0.3
33441,0.9,1,0.5
33442,0.9,1,0.5
33443,0.9,0,1.0
33444,0.7,0,0.1
33445,0.7,0,0.5
33446,0.2,0,0.6
33447,0.3,0,0.6
33448,0.3,0,0.6
33449,0.7,1,0.6
33450,0.3,0,0.3
33451,0.8,1,0.9
33452,0.5,0,0.5
33453,0.5,0,0.5
33454,0.5,0,0.2
33455,0.1,1,0.5
33456,0.2,1,1.0
33457,0.6,0,0.6
33458,0.3,0,0.7
33459,0.2,0,0.2
33460,0.2,1,1.0
33461,0.8,1,1.0
33462,0.5,0,0.5
33463,0.7,0,0.3
33464,0.8,0,1.0
33465,0.2,1,1.0
33466,0.5,1,0.3
33467,0.6,0,0.7
33468,0.6,0,0.7
33469,0.9,0,0.7
33470,0.8,0,0.6
33471,0.2,1,0.1
33472,0.7,1,0.9
33473,0.2,0,0.2
33474,0.2,1,0.1
33475,0.8,0,0.6
33476,0.6,0,0.7
33477,0.7,0,0.1
33478,0.9,1,1.0
33479,0.2,1,0.1
33480,0.3,0,0.1
33481,0.5,0,0.1
33482,0.4,0,0.1
33483,0.9,0,0.5
33484,0.1,0,0.3
33485,0.1,0,0.9
33486,0.4,0,0.9
33487,0.5,1,0.7
33488,0.6,0,0.7
33489,0.9,0,0.7
33490,0.7,1,0.9
33491,0.3,0,0.9
33492,0.7,0,0.9
33493,0.8,0,1.0
33494,0.6,0,1.0
33495,0.8,0,1.0
33496,0.5,0,0.7
33497,0.2,1,0.5
33498,0.9,0,0.3
33499,0.6,1,1.0
33500,0.5,0,0.3
33501,0.6,1,0.6
33502,0.8,1,0.6
33503,0.9,0,0.6
33504,0.1,0,1.0
33505,0.4,0,0.9
33506,0.5,1,0.9
33507,0.3,0,0.9
33508,0.4,1,0.9
33509,0.6,1,0.6
33510,0.9,1,0.2
33511,0.7,1,0.5
33512,0.8,1,0.6
33513,0.8,1,0.5
33514,0.9,1,0.9
33515,0.1,1,0.9
33516,0.7,1,0.9
33517,0.8,0,0.3
33518,0.6,0,0.3
33519,0.9,0,0.1
33520,0.6,0,0.1
33521,0.1,1,0.1
33522,0.2,1,0.2
33523,0.4,0,0.9
33524,0.5,1,0.9
33525,0.4,1,0.9
33526,0.1,1,0.6
33527,0.3,0,1.0
33528,0.5,0,1.0
33529,0.3,1,0.1
33530,0.4,0,0.3
33531,0.5,1,1.0
33532,0.3,1,0.9
33533,0.1,1,1.0
33534,0.1,1,1.0
33535,0.7,0,1.0
33536,0.4,1,0.5
33537,0.6,1,0.5
33538,0.3,1,0.5
33539,0.2,1,1.0
33540,0.3,1,1.0
33541,0.5,1,1.0
33542,0.1,1,0.3
33543,0.7,0,0.3
33544,0.2,1,0.3
33545,0.5,1,0.3
33546,0.9,1,0.3
33547,0.7,0,0.2
33548,0.5,0,0.9
33549,0.7,1,0.6
33550,0.7,1,0.1
33551,0.8,1,0.1
33552,0.1,0,0.1
33553,0.1,0,0.3
33554,0.7,1,0.9
33555,0.7,1,0.9
33556,0.9,1,0.9
33557,0.9,1,0.9
33558,0.3,0,1.0
33559,0.6,0,1.0
33560,0.8,0,0.9
33561,0.6,0,0.9
33562,0.9,1,0.1
33563,0.1,1,0.1
33564,0.2,0,0.1
33565,0.8,1,1.0
33566,0.9,0,0.9
33567,0.3,0,1.0
33568,0.5,0,0.9
33569,0.2,1,0.1
33570,0.8,1,1.0
33571,0.7,1,1.0
33572,0.6,1,0.2
33573,0.8,1,0.1
33574,0.1,1,0.2
33575,0.6,1,0.7
33576,0.4,0,0.7
33577,0.1,0,0.6
33578,0.6,0,0.6
33579,0.9,1,0.8
33580,0.7,0,0.8
33581,0.8,1,0.5
33582,0.5,1,0.5
33583,0.3,1,0.5
33584,0.4,1,0.6
33585,0.5,0,1.0
33586,0.3,1,0.7
33587,0.2,1,0.9
33588,0.2,0,0.9
33589,0.8,1,0.9
33590,0.3,0,0.9
33591,0.9,0,0.9
33592,0.9,1,1.0
33593,0.5,1,1.0
33594,0.1,1,1.0
33595,0.1,1,0.9
33596,0.6,0,0.9
33597,0.8,0,0.1
33598,0.4,0,0.7
33599,0.6,1,0.2
33600,0.5,0,1.0
33601,0.3,1,0.5
33602,0.9,1,0.1
33603,0.2,1,1.0
33604,0.8,0,1.0
33605,0.5,1,1.0
33606,0.5,0,1.0
33607,0.6,0,0.3
33608,0.2,1,0.1
33609,0.5,0,0.9
33610,0.4,0,0.7
33611,0.8,1,0.7
33612,0.9,0,0.7
33613,0.6,0,1.0
33614,0.7,0,1.0
33615,0.7,0,0.9
33616,0.4,1,0.9
33617,0.5,0,0.8
33618,0.8,1,0.5
33619,0.6,1,0.5
33620,0.3,1,1.0
33621,0.9,1,0.2
33622,0.7,0,0.9
33623,0.7,1,0.8
33624,0.7,0,0.8
33625,0.8,1,1.0
33626,0.4,0,0.3
33627,0.7,1,1.0
33628,0.2,0,1.0
33629,0.2,0,1.0
33630,0.8,1,1.0
33631,0.2,1,1.0
33632,0.8,1,0.1
33633,0.7,0,1.0
33634,0.6,0,0.7
33635,0.8,1,0.6
33636,0.7,0,0.8
33637,0.4,1,0.8
33638,0.6,1,1.0
33639,0.7,1,1.0
33640,0.6,1,0.8
33641,0.3,1,0.8
33642,0.2,1,0.8
33643,0.4,1,1.0
33644,0.9,1,0.2
33645,0.6,1,0.1
33646,0.8,1,0.1
33647,0.1,1,0.1
33648,0.3,1,1.0
33649,0.5,0,0.6
33650,0.9,0,0.7
33651,0.1,0,1.0
33652,0.2,1,1.0
33653,0.3,1,1.0
33654,0.6,0,1.0
33655,0.1,0,0.1
33656,0.2,0,0.1
33657,0.5,0,0.1
33658,0.5,0,0.9
33659,0.3,0,0.5
33660,0.3,1,0.9
33661,0.7,0,0.9
33662,0.1,1,0.9
33663,0.9,0,0.7
33664,0.5,0,1.0
33665,0.2,1,1.0
33666,0.9,1,0.8
33667,0.2,0,0.8
33668,0.7,0,0.8
33669,0.7,1,0.3
33670,0.3,0,1.0
33671,0.5,0,0.8
33672,0.3,0,0.8
33673,0.7,1,0.7
33674,0.8,1,0.8
33675,0.1,1,0.8
33676,0.6,1,0.1
33677,0.1,1,0.1
33678,0.8,1,1.0
33679,0.6,0,0.9
33680,0.9,0,0.9
33681,0.4,1,0.9
33682,0.3,0,0.2
33683,0.8,1,0.2
33684,0.7,1,0.2
33685,0.2,1,0.8
33686,0.6,0,0.3
33687,0.6,1,0.8
33688,0.9,1,0.5
33689,0.9,0,0.9
33690,0.2,0,0.9
33691,0.4,1,0.2
33692,0.9,0,0.2
33693,0.5,1,0.2
33694,0.6,1,0.7
33695,0.2,1,0.1
33696,0.4,0,0.1
33697,0.2,0,0.2
33698,0.3,1,0.2
33699,0.8,1,0.5
33700,0.9,0,1.0
33701,0.9,0,0.9
33702,0.3,1,0.9
33703,0.6,0,0.9
33704,0.4,0,0.7
33705,0.1,1,0.7
33706,0.7,0,0.9
33707,0.3,0,0.1
33708,0.4,1,0.2
33709,0.1,0,1.0
33710,0.5,1,0.6
33711,0.8,1,0.6
33712,0.5,1,0.9
33713,0.6,0,1.0
33714,0.1,0,0.2
33715,0.7,1,0.2
33716,0.3,1,0.2
33717,0.9,1,0.7
33718,0.6,0,0.7
33719,0.6,0,0.7
33720,0.6,0,0.1
33721,0.8,1,0.1
33722,0.7,1,0.1
33723,0.4,0,0.9
33724,0.2,0,0.9
33725,0.7,0,0.2
33726,0.6,0,0.2
33727,0.5,0,0.8
33728,0.3,0,0.9
33729,0.5,1,0.9
33730,0.6,0,0.9
33731,0.2,0,0.3
33732,0.5,1,0.9
33733,0.9,0,0.9
33734,0.2,0,0.5
33735,0.4,0,0.1
33736,0.6,1,1.0
33737,0.3,1,0.1
33738,0.6,0,0.9
33739,0.9,1,0.1
33740,0.5,0,0.1
33741,0.3,0,0.8
33742,0.3,0,0.8
33743,0.4,1,1.0
33744,0.8,1,1.0
33745,0.2,0,1.0
33746,0.3,0,0.8
33747,0.5,1,0.5
33748,0.9,0,0.7
33749,0.6,0,0.5
33750,0.9,1,0.5
33751,0.1,0,0.2
33752,0.5,0,0.3
33753,0.4,1,1.0
33754,0.2,0,0.3
33755,0.7,1,0.3
33756,0.7,1,0.3
33757,0.3,0,0.6
33758,0.8,1,0.6
33759,0.7,0,0.7
33760,0.9,0,0.7
33761,0.1,1,0.9
33762,0.6,1,0.5
33763,0.9,0,0.9
33764,0.6,1,0.9
33765,0.5,0,0.5
33766,0.1,1,0.7
33767,0.2,1,1.0
33768,0.6,0,0.7
33769,0.9,1,0.9
33770,0.5,0,1.0
33771,0.4,0,1.0
33772,0.6,0,1.0
33773,0.7,0,0.7
33774,0.2,0,0.7
33775,0.5,1,0.9
33776,0.2,1,0.3
33777,0.4,0,0.3
33778,0.3,1,0.5
33779,0.8,1,0.5
33780,0.1,1,0.9
33781,0.7,0,0.6
33782,0.3,1,0.1
33783,0.5,0,0.2
33784,0.9,0,0.5
33785,0.7,0,0.2
33786,0.7,0,0.2
33787,0.2,1,0.2
33788,0.7,0,1.0
33789,0.4,1,1.0
33790,0.2,1,0.5
33791,0.7,0,0.5
33792,0.9,0,1.0
33793,0.2,0,0.1
33794,0.5,1,1.0
33795,0.3,1,0.3
33796,0.9,1,0.3
33797,0.2,1,0.3
33798,0.7,1,0.6
33799,0.9,1,1.0
33800,0.3,1,1.0
33801,0.5,0,1.0
33802,0.5,1,1.0
33803,0.7,0,1.0
33804,0.6,0,0.6
33805,0.3,1,0.6
33806,0.3,0,0.6
33807,0.6,1,1.0
33808,0.9,1,0.9
33809,0.9,0,0.6
33810,0.6,1,0.6
33811,0.6,1,0.6
33812,0.3,1,0.9
33813,0.7,0,1.0
33814,0.1,1,0.8
33815,0.5,1,0.8
33816,0.7,0,0.9
33817,0.6,0,0.5
33818,0.4,0,0.9
33819,0.3,1,0.6
33820,0.4,0,0.8
33821,0.7,0,0.1
33822,0.2,1,0.1
33823,0.9,1,0.1
33824,0.2,1,0.1
33825,0.5,0,1.0
33826,0.5,1,0.3
33827,0.3,0,0.7
33828,0.1,1,0.7
33829,0.3,1,0.9
33830,0.3,0,0.6
33831,0.7,0,0.6
33832,0.4,0,0.6
33833,0.8,0,0.6
33834,0.1,0,0.8
33835,0.9,1,0.3
33836,0.5,0,0.3
33837,0.4,0,0.3
33838,0.2,0,0.3
33839,0.1,1,0.2
33840,0.2,1,0.2
33841,0.8,1,0.2
33842,0.4,0,0.2
33843,0.6,0,0.1
33844,0.6,1,0.1
33845,0.7,1,0.9
33846,0.1,0,0.8
33847,0.5,1,0.5
33848,0.7,0,0.6
33849,0.3,1,0.8
33850,0.2,0,0.3
33851,0.8,1,0.3
33852,0.9,1,0.8
33853,0.1,1,0.3
33854,0.3,0,0.1
33855,0.1,1,0.1
33856,0.2,1,0.1
33857,0.2,1,0.3
33858,0.5,0,0.3
33859,0.2,1,0.3
33860,0.2,0,0.3
33861,0.8,0,0.5
33862,0.5,1,0.5
33863,0.6,0,0.5
33864,0.1,0,0.1
33865,0.4,1,0.7
33866,0.8,0,0.7
33867,0.5,1,0.5
33868,0.8,1,0.5
33869,0.4,1,0.6
33870,0.3,0,0.8
33871,0.9,1,0.8
33872,0.2,0,0.9
33873,0.2,0,0.9
33874,0.7,1,0.9
33875,0.4,0,0.3
33876,0.1,0,0.3
33877,0.7,0,0.3
33878,0.9,0,0.3
33879,0.2,0,0.3
33880,0.1,1,0.3
33881,0.5,0,0.8
33882,0.8,0,0.7
